date,title,summary,topic,media,link
2022-08-11,Reclaman al gobernador incumplimiento salarial a empleados de salud pública,"La presidenta del Colegio de Profesionales de Enfermería de Puerto Rico (CPEPR), doctora Ana Cristina García Cintrón, solicitó el jueves al gobernador Pedro P...",Ahora,Noticel,https://www.noticel.com/ahora/20220811/reclaman-al-gobernador-incumplimiento-salarial-a-empleados-de-salud-publica/
2022-08-11,Alcalde de Carolina acusa a compañía de reciclaje que se quemó de “operar irresponsablemente”,"El alcalde de Carolina, José Carlos Aponte Dalmau, arremetió el jueves contra los administradores de la compañía de reciclaje de metales DCN Administrative an...",Ahora,Noticel,https://www.noticel.com/ahora/20220811/alcalde-de-carolina-acusa-a-compania-de-reciclaje-que-se-quemo-de-operar-irresponsablemente/
2022-08-11,Comienza el juicio por la difusión ilegal de fotos del cadáver de Kobe Bryant,"Dos años y medio después del trágico fallecimiento de Kobe Bryant, estrella de Los Ángeles Lakers, y de su hija Gianna en un accidente de helicóptero, se abrió...",Deportes,Noticel,https://www.noticel.com/deportes/20220811/comienza-el-juicio-por-la-difusion-ilegal-de-fotos-del-cadaver-de-kobe-bryant/
2022-08-11,Cuomo quiere que el estado de NY pague su defensa por acoso sexual,"El exgobernador de Nueva York Andrew Cuomo (2011-2021) presentó este jueves una demanda contra la fiscal general de este estado, Letitia James, por su negativ...",Estados Unidos,Noticel,https://www.noticel.com/estados-unidos/mundo/20220811/cuomo-quiere-que-el-estado-de-ny-pague-su-defensa-por-acoso-sexual/
2022-08-11,"Desestiman interdicto de la Inter contra su expresidente, pero sigue la demanda regular","El Tribunal de Primera Instancia desestimó en 24 horas, sumariamente, la petición que hizo la Universidad Interamericana para que se emitiera un interdicto co...",Tribunales,Noticel,https://www.noticel.com/tribunales/ahora/top-stories/20220811/desestiman-interdicto-de-la-inter-contra-su-expresidente-pero-sigue-demanda-regular/
2022-08-11,Brittany Abercrombie es la Jugadora de Más Progreso de la LSVF,"La opuesto de las Pinkin de Corozal y de la Selección Nacional Femenina, Brittany Abercrombie, fue seleccionada hoy como la Jugadora de Más Progreso del torneo...",Deportes,Noticel,https://www.noticel.com/deportes/20220811/brittany-abercrombie-es-la-jugadora-de-mas-progreso-de-la-lsvf/
2022-08-11,Acribillan a hombre en urbanización Caparra Terrace,"Un hombre, quien no ha sido identificado, fue acribillado a tiros al interior de una residencia, en hechos registrados en horas de la tarde de hoy en la calle ...",Policía,Noticel,https://www.noticel.com/policia/gobierno/ahora/20220811/acribillan-a-hombre-en-urbanizacion-caparra-terrace/
2022-08-11,Emblemático actor mexicano Manuel Ojeda fallece a sus 81 años,"El actor mexicano Manuel Ojeda, considerado una leyenda del cine mexicano, falleció este jueves a los 81 años de edad, reveló la Asociación Nacional de Actore...",Pop!,Noticel,https://www.noticel.com/pop/mundo/20220811/emblematico-actor-mexicano-manuel-ojeda-fallece-a-sus-81-anos/
2022-08-11,Trump critica que el registro se hizo sin aviso e incluyó armarios de Melania,WASHINGTON - El expresidente estadounidense Donald Trump (2017-2021) criticó este jueves que el registro a su residencia de Florida se efectuó sin aviso previo...,Mundo,Noticel,https://www.noticel.com/mundo/20220811/trump-critica-que-el-registro-se-hizo-sin-aviso-e-incluyo-armarios-de-melania/
2022-08-11,"La NBA retira ""permanentemente"" el número 6 en honor a Bill Russell","La NBA retirará de forma permanente el número 6 de sus 30 franquicias en honor al legendario pívot de los Boston Celtics Bill Russell, fallecido el pasado 31 d...",NBA,Noticel,https://www.noticel.com/nba/baloncesto/deportes/20220811/la-nba-retira-permanentemente-el-numero-6-en-honor-a-bill-russell/
