date,title,summary,topic,media,link
2022-08-03,Un hombre resulta herido de bala en Guayama,La Policía investiga,Ley y Orden,El Vocero,https://www.elvocero.com/ley-y-orden/policiacas/un-hombre-resulta-herido-de-bala-en-guayama/article_9431b9b8-137a-11ed-b739-6f3fa3574716.html
2022-08-03,Se declara culpable uno de los empresarios acusados por el esquema de corrupción en Cataño,Enfrenta un máximo de cinco años de cárcel ,Ley y Orden,El Vocero,https://www.elvocero.com/ley-y-orden/federal/se-declara-culpable-uno-de-los-empresarios-acusados-por-el-esquema-de-corrupci-n-en/article_2c680496-136a-11ed-b946-5ba62c225676.html
2022-08-03,Las autoridades capturan al notorio prófugo “Mueca”,Ha sido vinculado a múltiples asesinatos en el área de Fajardo,Ley y Orden,El Vocero,https://www.elvocero.com/ley-y-orden/policiacas/las-autoridades-capturan-al-notorio-pr-fugo-mueca/article_d9065ea6-136e-11ed-b590-5b896745aa27.html
2022-08-03,Envían de vacaciones a los agentes involucrados en la muerte del joven baleado en Río Piedras,Mientras inicia la investigación por parte del Negociado de Investigaciones Especiales (NIE),Ley y Orden,El Vocero,https://www.elvocero.com/ley-y-orden/policiacas/env-an-de-vacaciones-a-los-agentes-involucrados-en-la-muerte-del-joven-baleado-en/article_a131985e-135c-11ed-b86d-bb604d1c1406.html
2022-08-03,"Se tumban $3,000 en efectivo del interior de un vehículo estacionado en centro comercial en Trujillo Alto",La Policía también investiga el hurto de un vehículo en Carolina ,Ley y Orden,El Vocero,https://www.elvocero.com/ley-y-orden/policiacas/se-tumban-3-000-en-efectivo-del-interior-de-un-veh-culo-estacionado-en-centro/article_7b8d7cda-1357-11ed-8ec1-afd6bc1878c1.html
2022-08-03,La Policía arresta a uno de los prófugos más buscados del área de Humacao,El hombre era buscado por tentativa de asesinato y violación a la Ley de Armas,Ley y Orden,El Vocero,https://www.elvocero.com/ley-y-orden/policiacas/la-polic-a-arresta-a-uno-de-los-pr-fugos-m-s-buscados-del-rea/article_27f13a4e-1357-11ed-8bc5-f77d5a864c43.html
2022-08-08,"Lersy Boria Vizcarrondo, nueva subsecretaria del Departamento de Estado",La exprocuradora de las Mujeres -quien dimitió el pasado viernes- arranca oficialmente sus labores el próximo lunes 15 de agosto,Gobierno,El Vocero,https://www.elvocero.com/gobierno/lersy-boria-vizcarrondo-nueva-subsecretaria-del-departamento-de-estado/article_9f4d04fa-1745-11ed-a81d-bfebd988d6c7.html
2022-08-08,"Anuncian incentivo de $4,000 para empleados de centros de cuido y hogares licenciados mediante Acuden",También recibirán incentivos adicionales para plan médico y gastos por transportación,Gobierno,El Vocero,https://www.elvocero.com/gobierno/fortaleza/anuncian-incentivo-de-4-000-para-empleados-de-centros-de-cuido-y-hogares-licenciados-mediante/article_80317e2a-1745-11ed-9efc-b71167889f8c.html
2022-08-08,Proponen una cumbre de ciclistas para mejorar la seguridad en las vías de rodaje,,Gobierno,El Vocero,https://www.elvocero.com/gobierno/legislatura/proponen-una-cumbre-de-ciclistas-para-mejorar-la-seguridad-en-las-v-as-de-rodaje/article_15a72276-1731-11ed-a5d1-ab5c3d76271f.html
2022-08-08,"El Departamento de Salud reporta 2,586 nuevos contagios por covid-19",En 33.86% la tasa de positividad,Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/el-departamento-de-salud-reporta-2-586-nuevos-contagios-por-covid-19/article_847c68c6-1701-11ed-84d7-17d51da96639.html
2022-08-08,La AAA anuncia nuevas subastas millonarias para mejoras a infraestructura,Se trata de una inversión aproximada de $150 millones ,Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/la-aaa-anuncia-nuevas-subastas-millonarias-para-mejoras-a-infraestructura/article_6ef9b19c-170c-11ed-8878-f35a0291b171.html
2022-08-08,Reto mayor para el año escolar: hay 240 escuelas con condiciones críticas de planta física,"Hay 240 escuelas con condiciones críticas de planta física y $96 millones para repararlas, informa el secretario de Educación ",Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/reto-mayor-para-el-a-o-escolar-hay-240-escuelas-con-condiciones-cr-ticas-de/article_69f42da6-16b4-11ed-9a54-ab263c4b81a6.html
2022-08-08,Listos para comenzar los Head Start,Desde el 17 de agosto ,Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/listos-para-comenzar-los-head-start/article_cd2a7b7c-16b5-11ed-aecf-9733d4faa05e.html
2022-08-08,Organizaciones ambientales piden que la AEE y el Negociado de Energía cumplan con la orden judicial,Destacan importancia de transparencia en transición a energías renovables,Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/organizaciones-ambientales-piden-que-la-aee-y-el-negociado-de-energ-a-cumplan-con-la/article_9dfdb732-16a7-11ed-8d5d-7b16086bcd4c.html
2022-08-08,Encaminan la demolición de otros residenciales,"Ayer, luego de 50 años de edificación, fue derribado Torres de Sabana, en Carolina",Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/encaminan-la-demolici-n-de-otros-residenciales/article_ce11ae72-16b3-11ed-93b8-636fe35b1fad.html
2022-08-07,Cierra con éxito el Festival de Orquídeas y el Mascotas All Star en Cataño,El evento se llevó a cabo este fin de semana en el Frente Marítimo,Gobierno,El Vocero,https://www.elvocero.com/gobierno/municipal/cierra-con-xito-el-festival-de-orqu-deas-y-el-mascotas-all-star-en-cata/article_20691c0a-16c8-11ed-955d-6fef58d07135.html
2022-08-07,El Hospital Universitario de Centro Médico se encuentra sin luz tras una avería con los generadores,Así lo informó el secretario de Salud en sus redes sociales ,Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/el-hospital-universitario-de-centro-m-dico-se-encuentra-sin-luz-tras-una-aver-a/article_bb90df12-16ad-11ed-a1b2-b76986218429.html
2022-08-07,El gobierno anuncia incentivos para el sector agrícola,Los agroempresarios tendrán hasta el 30 de septiembre para someter su solicitud,Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/el-gobierno-anuncia-incentivos-para-el-sector-agr-cola/article_5bb8d63a-1699-11ed-a91f-f79a87baaa65.html
2022-08-07,Vídeo: derriban el antiguo residencial Torres de Sabana en Carolina,,Gobierno,El Vocero,https://www.elvocero.com/gobierno/municipal/v-deo-derriban-el-antiguo-residencial-torres-de-sabana-en-carolina/article_4e06917e-1650-11ed-856e-432702f735eb.html
2022-08-07,La Autoridad de Acueductos y Alcantarillados anuncia trabajos en la planta de filtros San Lorenzo,"Este martes, 9 de agosto",Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/la-autoridad-de-acueductos-y-alcantarillados-anuncia-trabajos-en-la-planta-de-filtros-san-lorenzo/article_5fa7c97c-1649-11ed-bdd8-37d004eba0a4.html
2022-08-07,El Departamento de Salud reporta nueve muertes adicionales por el covid-19,En 378 la cifra de hospitalizados,Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/el-departamento-de-salud-reporta-nueve-muertes-adicionales-por-el-covid-19/article_b537674e-1635-11ed-ad6c-1ff48043e12c.html
2022-08-06,¡Que vivan los novios! Se unen en matrimonio Jenniffer González y José Yovin Vargas,La comisionada residente contrajo nupcias este sábado con José Yovin Vargas ,Gobierno,El Vocero,https://www.elvocero.com/gobierno/politica/que-vivan-los-novios-se-unen-en-matrimonio-jenniffer-gonz-lez-y-jos-yovin-vargas/article_3676574e-15b3-11ed-84aa-fb506e5cd294.html
2022-08-06,Jenniffer González y José Yovin Vargas sellan su amor,,Gobierno,El Vocero,https://www.elvocero.com/gobierno/politica/jenniffer-gonz-lez-y-jos-yovin-vargas-sellan-su-amor/article_0f1988c4-15e5-11ed-9d82-f7d306aaaf6c.html
2022-08-06,Se casa la comisionada residente Jenniffer González,No te pierdas la cobertura especial,Gobierno,El Vocero,https://www.elvocero.com/gobierno/politica/se-casa-la-comisionada-residente-jenniffer-gonz-lez/article_f41801da-1590-11ed-a0ce-afc447bfca8e.html
2022-08-06,Se acercan las cámaras corporales de policías,Entre 45 a 60 días comenzarán a usarlas,Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/se-acercan-las-c-maras-corporales-de-polic-as/article_dce6ae0a-152a-11ed-82e9-7738cbfee981.html
2022-08-06,Se defienden los funerarios ante queja del Instituto de Ciencias Forense,,Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/se-defienden-los-funerarios-ante-queja-del-instituto-de-ciencias-forense/article_39ddd6f2-152a-11ed-90fb-b79c0f44cbee.html
2022-08-05,Renuncia la licenciada Lersy Boria a la jefatura de la Oficina de la Procuradora de las Mujeres,Ya suena el nombre de una sustituta ,Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/renuncia-la-licenciada-lersy-boria-a-la-jefatura-de-la-oficina-de-la-procuradora-de/article_00229c08-1503-11ed-8608-3bfb3e77999e.html
2022-08-05,Hay 54 cuerpos en el Instituto de Ciencias Forenses que esperan por ser recogidos por funerarios,La situación limita el espacio disponible para recibir nuevos casos,Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/hay-54-cuerpos-en-el-instituto-de-ciencias-forenses-que-esperan-por-ser-recogidos-por/article_d2a9b7dc-14e6-11ed-a6bc-37469bf924d8.html
2022-08-05,Ratifican el Plan de Revisión de los distritos senatoriales y representativos,Culminó el término provisto desde la publicación del plan sin que persona alguna objetara o emitiera comentarios ,Gobierno,El Vocero,https://www.elvocero.com/gobierno/politica/ratifican-el-plan-de-revisi-n-de-los-distritos-senatoriales-y-representativos/article_53d501ac-14e4-11ed-8e8a-93f8d9c9c9ca.html
2022-08-05,El alcalde electo de Trujillo Alto ofrece detalles de su ceremonia de toma de posesión,La actividad comenzará a las 6:30 p.m. ,Gobierno,El Vocero,https://www.elvocero.com/gobierno/municipal/el-alcalde-electo-de-trujillo-alto-ofrece-detalles-de-su-ceremonia-de-toma-de-posesi/article_836db734-14cf-11ed-bcf0-97c91e9b39f4.html
2022-08-05,El gobierno anuncia un acuerdo para reestructurar $131 millones en deuda del CRIM,,Gobierno,El Vocero,https://www.elvocero.com/gobierno/fortaleza/el-gobierno-anuncia-un-acuerdo-para-reestructurar-131-millones-en-deuda-del-crim/article_ca73a7f4-14c7-11ed-a1ff-274b9c1b0ef3.html
2022-08-04,Autoridades aclaran que Wanda Vázquez seguirá con sus escoltas,La exmandataria tendría que resultar convicta para que le eliminen ese beneficio,Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/autoridades-aclaran-que-wanda-v-zquez-seguir-con-sus-escoltas/article_ebbec10c-142a-11ed-99bc-cbdfd78bc22f.html
2022-08-04,Banquero acusado con Wanda Vázquez: “No quiero que ellos pongan a un mono de Puerto Rico”,,Gobierno,El Vocero,https://www.elvocero.com/gobierno/politica/banquero-acusado-con-wanda-v-zquez-no-quiero-que-ellos-pongan-a-un-mono-de/article_780db18c-1425-11ed-b57f-cf0b661ee772.html
2022-08-04,Anuncian feria de empleo en Orocovis bajo la iniciativa “Trabajo Cerca de Ti”, Se realizará de 8:00 a.m. a 1:00 p.m.,Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/anuncian-feria-de-empleo-en-orocovis-bajo-la-iniciativa-trabajo-cerca-de-ti/article_f25c9736-143a-11ed-b8ea-ab17d81c0dba.html
2022-08-04,La AAA informa sobre proyecto sanitario en Caguas,,Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/la-aaa-informa-sobre-proyecto-sanitario-en-caguas/article_3e5d2e34-1436-11ed-ab79-3be2a1cc6ec2.html
2022-08-04,El secretario de Justicia ante el arresto de Wanda Vázquez Garced: “Lamentable”,,Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/el-secretario-de-justicia-ante-el-arresto-de-wanda-v-zquez-garced-lamentable/article_38bb1598-1433-11ed-88f5-5f6f2cee5b9a.html
2022-08-04,Luis Fortuño tras el arresto de Wanda Vázquez: “la corrupción no tiene ni partido ni ideología”,,Gobierno,El Vocero,https://www.elvocero.com/gobierno/politica/luis-fortu-o-tras-el-arresto-de-wanda-v-zquez-la-corrupci-n-no-tiene/article_9bb54058-1427-11ed-8f01-7f2c19dd1d3a.html
2022-08-04,"Jenniffer González tras arresto de Wanda Vázquez: ""Es frustrante y decepcionante""",Aquí sus expresiones ,Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/jenniffer-gonz-lez-tras-arresto-de-wanda-v-zquez-es-frustrante-y-decepcionante/article_d6022cfc-1414-11ed-bf68-1366f6290135.html
2022-08-04,"Se registran 2,279 nuevos casos positivos de covid-19",En 35.43% la tasa de positividad,Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/se-registran-2-279-nuevos-casos-positivos-de-covid-19/article_5e9c34a0-13dd-11ed-922c-7fdfdc5bcd1e.html
2022-08-04,"Exdirector de campaña de Wanda Vázquez adjudica el arresto a ""la falta de olfato político""",,Gobierno,El Vocero,https://www.elvocero.com/gobierno/exdirector-de-campa-a-de-wanda-v-zquez-adjudica-el-arresto-a-la-falta-de/article_44e579d4-13e9-11ed-b5c1-43ea8f16c9e6.html
2022-08-04,"El gobernador Pedro Pierluisi reacciona al arresto de Wanda Vázquez: ""Nadie está por encima de la ley""",Lee sus declaraciones,Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/el-gobernador-pedro-pierluisi-reacciona-al-arresto-de-wanda-v-zquez-nadie-est-por-encima/article_3255bf3c-13f7-11ed-9805-0743875cbb11.html
2022-08-04,La AAA anuncia que concluyeron los trabajos programados en el Superacueducto,,Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/la-aaa-anuncia-que-concluyeron-los-trabajos-programados-en-el-superacueducto/article_94c645a6-13e3-11ed-9546-3f41ec46d92d.html
2022-08-04,Municipios se aprietan el cinturón,En lo que se materializan las promesas de enmiendas al plan fiscal ,Gobierno,El Vocero,https://www.elvocero.com/gobierno/municipal/municipios-se-aprietan-el-cintur-n/article_35872042-1393-11ed-abf5-1bdb8d249790.html
2022-08-04,Alertan sobre riesgo de salud a municipios,La EPA realizará campañas de concientización en las comunidades,Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/alertan-sobre-riesgo-de-salud-a-municipios/article_aba684ec-138f-11ed-9f6f-7b49e60b9ae6.html
2022-08-04,Discrepancias sobre la presunta escasez de marbetes,Cesco asegura que tienen suficientes,Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/discrepancias-sobre-la-presunta-escasez-de-marbetes/article_4f89b56c-1394-11ed-a322-fb6184f179fd.html
2022-08-03,Denis Márquez reitera llamado para atender emergencia nacional por violencia infantil,El representante independentista anunció el pasado 28 de abril dos medidas para atender la problemática incluye que los Departamentos de la Familia y Justicia rindan cuentas a la Legislatura.,Gobierno,El Vocero,https://www.elvocero.com/gobierno/legislatura/denis-m-rquez-reitera-llamado-para-atender-emergencia-nacional-por-violencia-infantil/article_738a6cca-138c-11ed-83cf-43c687420286.html
2022-08-03,Aumento a los peajes entraría en vigor este viernes,La ACT anunció un ajuste en las alzas propuestas originalmente ,Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/aumento-a-los-peajes-entrar-a-en-vigor-este-viernes/article_d22175d0-1364-11ed-af7f-3f13d93a7107.html
2022-08-03,"Gobernador sobre contrato de LUMA: “Esto no es como que uno cancela, apaga el suiche y a Dios que reparta suerte""",Pedro Pierluisi asegura que se está fiscalizando a la compañía,Gobierno,El Vocero,https://www.elvocero.com/gobierno/gobernador-sobre-contrato-de-luma-esto-no-es-como-que-uno-cancela-apaga-el-suiche/article_c1dd0120-1365-11ed-a337-cfdbd03e4a3b.html
2022-08-03,Barajan soluciones para mejorar beneficios y salarios de la clase médica,"Aseguraron el gobernador Pedro Pierluisi y el secretario de Salud, Carlos Mellado",Gobierno,El Vocero,https://www.elvocero.com/gobierno/fortaleza/barajan-soluciones-para-mejorar-beneficios-y-salarios-de-la-clase-m-dica/article_7193fb52-136e-11ed-8d67-fb04fb6b3a4d.html
2022-08-03,"El gobernador Pedro Pierluisi: ""Si alguien actuó indebidamente, va a tener que responder""",Las expresiones surgen por el caso del menor de 16 años que murió baleado por agentes del Negociado de la Policía ,Gobierno,El Vocero,https://www.elvocero.com/gobierno/fortaleza/el-gobernador-pedro-pierluisi-si-alguien-actu-indebidamente-va-a-tener-que-responder/article_bb9a0a8a-135e-11ed-9b09-abc39aa9e936.html
2022-08-03,Detectan irregularidades en el proceso de identificar trabajadores elegibles para el retiro incentivado,La organización marchó hasta La Fortaleza para llevar su reclamo,Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/detectan-irregularidades-en-el-proceso-de-identificar-trabajadores-elegibles-para-el-retiro-incentivado/article_f0ab9ca2-134a-11ed-8464-630efb8eca2c.html
2022-08-03,"Se registran 2,316 nuevos casos positivos de covid-19",En 34.18% la tasa de positividad,Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/se-registran-2-316-nuevos-casos-positivos-de-covid-19/article_6012eb36-1314-11ed-be10-876da988925e.html
2022-08-03,Trabajadores de la salud reclaman justicia salarial,Amanecen en la entrada del Centro Médico de Río Piedras para llevar su reclamo,Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/trabajadores-de-la-salud-reclaman-justicia-salarial/article_dd2fae8c-131a-11ed-8ead-af84cb68880c.html
2022-08-03,La Junta de Control Fiscal apuesta a la privatización total de la AEE,Dice que la corporación debe reducir su operación diaria ,Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/la-junta-de-control-fiscal-apuesta-a-la-privatizaci-n-total-de-la-aee/article_9c170bd0-12bf-11ed-84d2-0be9e36aaa90.html
2022-08-03,Faltan cientos de paramédicos en el gobierno,Abogan por mejores condiciones de trabajo para estos profesionales,Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/faltan-cientos-de-param-dicos-en-el-gobierno/article_c4d2eb36-12bd-11ed-a5b4-8f31b3538e03.html
2022-08-02,Salud reinstala la educación continua sobre los servicios para la comunidad Lgbtq+,"El secretario de la agencia, Carlos Mellado, firmó la derogación de la controversial Orden Administrativa 2022-542",Gobierno,El Vocero,https://www.elvocero.com/gobierno/agencias/salud-reinstala-la-educaci-n-continua-sobre-los-servicios-para-la-comunidad-lgbtq/article_bc674b5a-12b7-11ed-b05f-93267c30fc7f.html
2022-08-08,Sintoniza el espacio de análisis Medio Tiempo Deportivo,,Deportes,El Vocero,https://www.elvocero.com/deportes/otros/sintoniza-el-espacio-de-an-lisis-medio-tiempo-deportivo/article_fa4cdcb6-16b1-11ed-8333-97ef0da23f0f.html
2022-08-08,"No se confían las Pinkin de Corozal: “Tenemos que seguir jugando, no ha pasado nada”",Intentan mantenerse centradas en la defensa de su cancha para ampliar ventaja esta noche en la final ante las hexacampeonas Criollas de Caguas ,Deportes,El Vocero,https://www.elvocero.com/deportes/voleibol/no-se-conf-an-las-pinkin-de-corozal-tenemos-que-seguir-jugando-no-ha-pasado/article_dac8b154-16b0-11ed-817a-6fe73f70e50b.html
2022-08-08,Sólida actuación en el Campeonato Mundial de Atletismo Sub-20,,Deportes,El Vocero,https://www.elvocero.com/deportes/otros/s-lida-actuaci-n-en-el-campeonato-mundial-de-atletismo-sub-20/article_99c8cdaa-16b1-11ed-bd3a-63e366b2aae5.html
2022-08-08,Con las manos llenas el dirigente Fernando Casablanca,Fungirá como asistente en la selección nacional femenina adulta y estará al mando de las Atenienses de Manatí en el BSNF,Deportes,El Vocero,https://www.elvocero.com/deportes/baloncesto/con-las-manos-llenas-el-dirigente-fernando-casablanca/article_1ecd7456-16b2-11ed-8095-fbd71573b235.html
2022-08-08,Nairimar Vargas cumple su sueño en el quinteto boricua,La prospecto canastera recibió una invitación para practicar de cara a la Copa del Mundo en Australia,Deportes,El Vocero,https://www.elvocero.com/deportes/baloncesto/nairimar-vargas-cumple-su-sue-o-en-el-quinteto-boricua/article_bce97f4a-16b2-11ed-8a69-7f62e5e4fd62.html
2022-08-08,Rompe la final del Baloncesto Superior Nacional,"Bayamón y San Germán abrirán hoy la lucha por el campeonato, en el coliseo Rubén Rodríguez",Deportes,El Vocero,https://www.elvocero.com/deportes/baloncesto/rompe-la-final-del-baloncesto-superior-nacional/article_0b81c7de-16b3-11ed-b1d6-6f81cba68d79.html
2022-08-07,Tenimesistas boricuas conquistan siete medallas en el Panamericano Sub-19,Tres fueron de oro y cuatro de bronce ,Deportes,El Vocero,https://www.elvocero.com/deportes/otros/tenimesistas-boricuas-conquistan-siete-medallas-en-el-panamericano-sub-19/article_2f23d52c-169c-11ed-a567-ef27108a4951.html
2022-08-07,Yadier Molina establece otro récord con los Cardenales de San Luis,"El estelar receptor boricua alcanzó los 1,000 hits conectados en el estadio de los Cardenales de San Luis ",Deportes,El Vocero,https://www.elvocero.com/deportes/beisbol/yadier-molina-establece-otro-r-cord-con-los-cardenales-de-san-luis/article_84ac3942-1699-11ed-b2f2-cb4e50aad26b.html
2022-08-07,Vídeo: La empresa musical NEON16 remodela cancha de baloncesto en San Juan,El espacio contribuirá al desarrollo de nuevos talentos en San Juan,Deportes,El Vocero,https://www.elvocero.com/deportes/otros/v-deo-la-empresa-musical-neon16-remodela-cancha-de-baloncesto-en-san-juan/article_3ad511a2-1696-11ed-8664-abbc0dc538a4.html
2022-08-07,Todo listo para la gran serie final del Sóftbol Superior Nacional Femenino,Juncos y Cidra chocarán desde este sábado,Deportes,El Vocero,https://www.elvocero.com/deportes/beisbol/todo-listo-para-la-gran-serie-final-del-s-ftbol-superior-nacional-femenino/article_1ae613f0-1696-11ed-85f9-9ff6f471e367.html
2022-08-07,El vallista juvenil Yan Manuel Vázquez llega cuarto lugar en Campeonato Mundial de Atletismo Sub-20,"Vázquez, de 18 años, cronometró 50.18 segundos en la prueba",Deportes,El Vocero,https://www.elvocero.com/deportes/otros/el-vallista-juvenil-yan-manuel-v-zquez-llega-cuarto-lugar-en-campeonato-mundial-de-atletismo/article_fe73b834-1691-11ed-885a-3b14e9a5d246.html
2022-08-07,Las Pinkin de Corozal se roban el primer juego de la serie final de la LVSF,Corozal superó en tres parciales a las Criollas de Caguas ,Deportes,El Vocero,https://www.elvocero.com/deportes/voleibol/las-pinkin-de-corozal-se-roban-el-primer-juego-de-la-serie-final-de-la/article_d04900b0-1685-11ed-9cbe-7720df18994c.html
2022-08-07,Pete Rose se niega a responder preguntas sobre sus acusaciones de conducta sexual indebida,,Deportes,El Vocero,https://www.elvocero.com/deportes/beisbol/pete-rose-se-niega-a-responder-preguntas-sobre-sus-acusaciones-de-conducta-sexual-indebida/article_69d9783e-1674-11ed-9b77-578556f46c78.html
2022-08-07,Béisbol Superior Doble A: victorias para Cayey y Guaynabo,"Fue el cuarto triunfo en cadena para Cayey, que ha ganado 10 de sus últimos 11 compromisos",Deportes,El Vocero,https://www.elvocero.com/deportes/beisbol/b-isbol-superior-doble-a-victorias-para-cayey-y-guaynabo/article_642cac96-1654-11ed-bbf9-af75a0a5bcc7.html
2022-08-06,Adriana Díaz recargará fuerzas en la Isla,La estelar tenimesista viene de quedar eliminada en la primera ronda del WTT Contender de Túnez,Deportes,El Vocero,https://www.elvocero.com/deportes/tenis/adriana-d-az-recargar-fuerzas-en-la-isla/article_fbd52784-151a-11ed-9b76-03752b2b72a1.html
2022-08-06,Jasmine Camacho-Quinn triunfa en Polonia durante un evento de la Liga Diamante,La medallista de oro olímpica culminó con tiempo de 12.34 segundos,Deportes,El Vocero,https://www.elvocero.com/deportes/otros/jasmine-camacho-quinn-triunfa-en-polonia-durante-un-evento-de-la-liga-diamante/article_75885244-1599-11ed-adee-8356fc2ecba8.html
2022-08-06,Salinas y Cayey triunfan en la jornada inicial de la ronda de semifinales del Béisbol Doble A,Ambos equipos defendieron sus estadios locales ,Deportes,El Vocero,https://www.elvocero.com/deportes/beisbol/salinas-y-cayey-triunfan-en-la-jornada-inicial-de-la-ronda-de-semifinales-del-b/article_6e78682e-1574-11ed-b808-7f74bbb0f87d.html
2022-08-06,Rompe la final del voleibol femenino,Las hexacampeonas Criollas de Caguas pondrán en juego su supremacía ante las Pinkin de Corozal con el comienzo esta noche de la lucha por el campeonato de la LVSF,Deportes,El Vocero,https://www.elvocero.com/deportes/voleibol/rompe-la-final-del-voleibol-femenino/article_65b77dd8-151a-11ed-ab85-33cc888f567b.html
2022-08-06,Jasmine Camacho-Quinn regresa hoy a la pista,La medallista de oro olímpica correrá en una de las paradas de la Liga Diamante,Deportes,El Vocero,https://www.elvocero.com/deportes/otros/jasmine-camacho-quinn-regresa-hoy-a-la-pista/article_a6157f20-1519-11ed-8016-9fb848050c49.html
2022-08-06,Capicú en la ‘Ciudad del Chicharrón’,Sube a escena la noveina Copa Vaqueros de dominó,Deportes,El Vocero,https://www.elvocero.com/deportes/otros/capic-en-la-ciudad-del-chicharr-n/article_dce695d0-1518-11ed-8cbf-ef10c2ecfe58.html
2022-08-05,Rafael Nadal y Novak Djokovic se dan de baja del torneo en Montreal,Nadal sale por lesión y Djokovic no asistirá por no estar vacunado.,Deportes,El Vocero,https://www.elvocero.com/deportes/tenis/rafael-nadal-y-novak-djokovic-se-dan-de-baja-del-torneo-en-montreal/article_b44b8c7a-1504-11ed-b21f-13c2f8b845a3.html
2022-08-05,La WNBA honró a Brittney Griner con un momento de silencio tras su sentencia de nueve años de cárcel,,Deportes,El Vocero,https://www.elvocero.com/deportes/baloncesto/la-wnba-honr-a-brittney-griner-con-un-momento-de-silencio-tras-su-sentencia-de/article_69e4cb2c-1501-11ed-8b38-a3206eb85cfb.html
2022-08-05,VIDEO: El dirigente puertorriqueño Alex Cora es expulsado en la derrota de los Medias Rojas de Boston,Boston continúa en el sótano de la División del Este de la Liga Americana,Deportes,El Vocero,https://www.elvocero.com/deportes/beisbol/video-el-dirigente-puertorrique-o-alex-cora-es-expulsado-en-la-derrota-de-los-medias/article_0ce852ce-14af-11ed-a4df-f780b2d11feb.html
2022-08-05,Estupenda cartelera nocturna de carreras,Hipódromo Camarero presenta hoy una nueva jornada de ‘Night At The Races’ ,Deportes,El Vocero,https://www.elvocero.com/deportes/hipismo/estupenda-cartelera-nocturna-de-carreras/article_fec29f42-1459-11ed-aa56-bfe715d162d9.html
2022-08-05,"Los Atléticos responden con la misma moneda: la venta de boletos ""será presencial""",,Deportes,El Vocero,https://www.elvocero.com/deportes/baloncesto/los-atl-ticos-responden-con-la-misma-moneda-la-venta-de-boletos-ser-presencial/article_cbecc1d4-1462-11ed-8779-5bd589ab4fed.html
2022-08-05,"Las Pinkin de Corozal confía en su talento rumbo a la serie final ante Caguas: ""Estamos preparadas""",El sexteto de la montaña da los toques finales de su preparación de cara al inicio el lunes de la lucha por el campeonato ante las hexacampeonas,Deportes,El Vocero,https://www.elvocero.com/deportes/voleibol/las-pinkin-de-corozal-conf-a-en-su-talento-rumbo-a-la-serie-final-ante/article_633010c4-145d-11ed-a79b-dffea9b893a6.html
2022-08-05,Los Atléticos de San Germán trabajan en la integración del exenebeísta Norris Cole,"El equipo finalista afina detalles del esquema ofensivo y defensivo con el importado, que entrará en sustitución de Will Daniels para la lucha por el campeonato ante Bayamón",Deportes,El Vocero,https://www.elvocero.com/deportes/baloncesto/los-atl-ticos-de-san-germ-n-trabajan-en-la-integraci-n-del-exenebe-sta/article_fbabd7ae-1460-11ed-8918-238427aa469a.html
2022-08-05,"""Es injusto"": fanaticada de los Vaqueros se queja por la venta presencial de boletos",Los seguidores del equipo de Bayamón hicieron un llamado para que la gerencia apueste a la venta virtual de taquillas para los juegos de la final ante San Germán,Deportes,El Vocero,https://www.elvocero.com/deportes/baloncesto/es-injusto-fanaticada-de-los-vaqueros-se-queja-por-la-venta-presencial-de-boletos/article_fa12b996-145e-11ed-a046-671a9f38bf94.html
